"gene","log2fc","p","status"
"Gene486",-0.0282842079972254,0.228494331341778,"不显著"
"Gene487",-1.02896291583221,0.194820195353315,"不显著"
"Gene488",-0.0538844600661571,0.770862993444545,"不显著"
"Gene489",-1.21526431796705,0.0228187708509791,"不显著"
"Gene490",-0.34729895670902,0.571550051487115,"不显著"
"Gene491",-0.221464044237575,0.0349994252505255,"不显著"
"Gene492",-1.85694994075468,0.763333916727316,"不显著"
"Gene493",1.52231742997549,0.0926549320229612,"不显著"
"Gene494",-3.20624240713574,0.847983822180402,"不显著"
"Gene495",-0.463939966351737,0.790819334579274,"不显著"
"Gene496",-0.559158044179061,0.139371927861496,"不显著"
"Gene497",1.56707616802151,0.122353754360476,"不显著"
"Gene498",2.33197833683455,0.00494930519118049,"上调"
"Gene499",0.624896968881894,0.111347456024506,"不显著"
"Gene500",-0.0648661937613112,0.141309523104684,"不显著"
"Gene501",2.33700456286684,0.000328248826181312,"上调"
"Gene502",1.08888419793314,0.0615179225677789,"不显著"
"Gene503",0.161945471802493,0.945706679100935,"不显著"
"Gene504",-0.0971859819399824,0.369273504593599,"不显著"
"Gene505",0.777491350629779,0.590145703182527,"不显著"
"Gene506",0.834192402237496,0.882565550835045,"不显著"
"Gene507",-0.0515710527240928,3.05767152161997e-05,"不显著"
"Gene508",0.89943672096743,0.152397513494325,"不显著"
"Gene509",-1.26516909608853,0.302285851351728,"不显著"
"Gene510",-0.824944177832212,0.0513941201607909,"不显著"
"Gene511",0.910149253090355,0.00551487074103575,"不显著"
"Gene512",1.56018104531295,0.268171026400609,"不显著"
"Gene513",0.0377216346660238,0.0010120015275499,"不显著"
"Gene514",0.626669407495366,0.373360076340284,"不显著"
"Gene515",2.25408011821816,0.633905446167899,"不显著"
"Gene516",1.53500704032898,0.0911297102786289,"不显著"
"Gene517",-0.243864308163053,0.0430144554712404,"不显著"
"Gene518",1.18155185614384,0.610504012789124,"不显著"
"Gene519",-0.862419660684905,0.774722351418879,"不显著"
"Gene520",0.408616726226502,0.0017890501002965,"不显著"
"Gene521",0.74419132509313,0.111061214381004,"不显著"
"Gene522",2.06227101412832,0.145991848030862,"不显著"
"Gene523",-0.960352018028448,0.0222560324374791,"不显著"
"Gene524",-1.57569689850813,0.155909125722848,"不显著"
"Gene525",0.332027735424426,0.00376458615250869,"不显著"
"Gene526",0.0828962949718568,0.901291675587089,"不显著"
"Gene527",-0.0418468480713357,0.301354048612577,"不显著"
"Gene528",0.177657974127818,0.579014471439165,"不显著"
"Gene529",2.37017834602983,0.205446015235429,"不显著"
"Gene530",-0.834596763452112,0.00302249761373545,"不显著"
"Gene531",-1.30610460590276,0.172506273381191,"不显著"
"Gene532",-1.42551396648039,0.543380848882907,"不显著"
"Gene533",1.72244408561326,0.971690427387335,"不显著"
"Gene534",-1.09530318486865,0.00118211141207995,"下调"
"Gene535",0.634684461743299,0.472545998518318,"不显著"
"Gene536",0.770659918596441,0.928254827935311,"不显著"
"Gene537",-1.70824239522293,0.228403549446281,"不显著"
"Gene538",1.06885844876092,0.348154314500605,"不显著"
"Gene539",-0.114937511145746,0.324868717608934,"不显著"
"Gene540",-2.12885970605931,0.465211433562755,"不显著"
"Gene541",-0.85224659280687,0.306003515436812,"不显著"
"Gene542",-2.40536092222858,0.544715587540526,"不显著"
"Gene543",-0.164061531510907,0.280901389271249,"不显著"
"Gene544",0.642263078774646,0.00125915563899209,"不显著"
"Gene545",-0.645859504554169,0.783456191961907,"不显著"
"Gene546",2.03727013700785,0.493321808324705,"不显著"
"Gene547",0.145055701017111,0.145607904073104,"不显著"
"Gene548",-0.155452811911746,0.674829953364713,"不显著"
"Gene549",0.0192229785926788,0.0582720223653985,"不显著"
"Gene550",1.07783398288538,0.271429977580688,"不显著"
"Gene551",0.0319981987323489,0.979375639667755,"不显著"
"Gene552",-1.5461059423096,0.0436550465044582,"不显著"
"Gene553",-0.00888859967663735,0.981914984601795,"不显著"
"Gene554",-0.0479952780070953,0.601030342715357,"不显著"
"Gene555",1.83423400181637,0.804673558004738,"不显著"
"Gene556",-2.44061984286354,0.00702239432805141,"下调"
"Gene557",0.657606613065887,0.488627494889246,"不显著"
"Gene558",1.84069607937569,0.916741703364813,"不显著"
"Gene559",0.558354483922732,0.0728726523414674,"不显著"
"Gene560",0.590829728665168,0.103240929463063,"不显著"
"Gene561",0.430703169728698,0.382324727241704,"不显著"
"Gene562",0.607074729629653,0.635217005004979,"不显著"
"Gene563",0.163574597203642,0.831496628197963,"不显著"
"Gene564",1.18243469014299,0.159458017924866,"不显著"
"Gene565",-0.87856621232034,0.16159926529186,"不显著"
"Gene566",-0.425342252877172,0.0686832503296086,"不显著"
"Gene567",0.212190229640715,0.305750354832141,"不显著"
"Gene568",-1.40415775647642,0.888030223940076,"不显著"
"Gene569",-0.0850100691528309,0.563750667727744,"不显著"
"Gene570",1.15742254973536,0.192882535356828,"不显著"
"Gene571",-0.238911106614512,0.112558965672076,"不显著"
"Gene572",-0.405676971233111,0.00879731602751734,"不显著"
"Gene573",1.4001363440068,0.00224919480124003,"上调"
"Gene574",-0.364688735790254,0.428089216396112,"不显著"
"Gene575",-1.05170509832742,0.485723461071237,"不显著"
"Gene576",1.27620991410558,0.75227617210551,"不显著"
"Gene577",-2.43408665351477,0.669598112706124,"不显著"
"Gene578",-1.29307305576055,0.0933657932367497,"不显著"
"Gene579",0.420917073359661,0.463095348329762,"不显著"
"Gene580",1.38337930594658,0.333257408459782,"不显著"
"Gene581",-0.106758350263548,0.358866781859282,"不显著"
"Gene582",2.86924009102779,0.962649118729936,"不显著"
"Gene583",1.12560478985388,0.183055084651773,"不显著"
"Gene584",-0.221058902613195,0.45634393430448,"不显著"
"Gene585",0.928245314219171,0.40860198130059,"不显著"
"Gene586",-0.163588915179862,0.314675194967596,"不显著"
"Gene587",1.57863155109386,0.121325253526965,"不显著"
"Gene588",-1.03846287593157,0.688407800210595,"不显著"
"Gene589",2.23516066138406,0.25091474929913,"不显著"
"Gene590",-0.727057015328844,0.0450043294093596,"不显著"
"Gene591",0.304013679399501,0.544777177878547,"不显著"
"Gene592",0.204503795801107,0.87474221715544,"不显著"
"Gene593",0.161293972133355,0.34684927891166,"不显著"
"Gene594",-0.450216136581061,0.00710311130799161,"不显著"
"Gene595",-0.393154194636985,0.62582789221925,"不显著"
"Gene596",-1.1179519573922,0.320627368272484,"不显著"
"Gene597",-0.257245365681629,0.546056332557873,"不显著"
"Gene598",-0.656500843483386,0.126953270213836,"不显著"
"Gene599",0.695604919811559,0.876392366853017,"不显著"
"Gene600",1.24747644428773,0.664655610034933,"不显著"
"Gene601",-2.08954055051042,0.166288050076668,"不显著"
"Gene602",2.15546729535002,0.0816829270535451,"不显著"
"Gene603",-1.8422945738737,0.407732113329318,"不显著"
"Gene604",1.06956636445595,0.0897918729458021,"不显著"
"Gene605",1.04386695812407,0.3861926797764,"不显著"
"Gene606",-0.265261024351226,0.73590160324947,"不显著"
"Gene607",0.405146732291936,0.223517928528691,"不显著"
"Gene608",0.805800294320298,0.190642363180812,"不显著"
"Gene609",0.0213954632711989,0.00459614671909544,"不显著"
"Gene610",1.30488982348655,0.0250198076200621,"不显著"
"Gene611",-1.06899765276566,0.336740274684106,"不显著"
"Gene612",-2.85740917604513,0.0224508267031859,"不显著"
"Gene613",-1.10833565685488,0.174744553761951,"不显著"
"Gene614",0.0501412209881723,0.0305863220695684,"不显著"
"Gene615",-1.73600785460551,0.0133809236747997,"不显著"
"Gene616",0.691150960894122,0.499043307098461,"不显著"
"Gene617",-0.854055820543468,0.764311443231786,"不显著"
"Gene618",-2.01210349018569,0.779494135833917,"不显著"
"Gene619",-1.9395651452242,0.507119645066134,"不显著"
"Gene620",1.61503974471107,0.0996695170397878,"不显著"
"Gene621",1.57481830652484,0.782380308345391,"不显著"
"Gene622",-1.37490233196776,0.632498291235568,"不显著"
"Gene623",-0.950619527291207,0.879108097379422,"不显著"
"Gene624",-0.628621417248877,0.561783615330233,"不显著"
"Gene625",-0.932741248820779,0.423116779706335,"不显著"
"Gene626",-0.287110202911891,0.146469289243644,"不显著"
"Gene627",2.78869799243445,0.121713053673235,"不显著"
"Gene628",0.484461453905565,0.101013803493162,"不显著"
"Gene629",0.368420123288195,0.0247647740092367,"不显著"
"Gene630",-0.29921789001081,0.00385890833040151,"不显著"
"Gene631",0.520189680075652,0.0484096832092699,"不显著"
"Gene632",0.140509013954175,0.901707751475849,"不显著"
"Gene633",1.50320965611823,0.174905104136365,"不显著"
"Gene634",-2.40400604101906,0.720192278735498,"不显著"
"Gene635",-2.32752303336983,0.828371934357673,"不显著"
"Gene636",0.214460100549173,0.871267187429064,"不显著"
"Gene637",-0.254357923895544,0.00622010124158497,"不显著"
"Gene638",2.28418139972667,0.0576778979952246,"不显著"
"Gene639",-0.838872287932464,0.819512256567208,"不显著"
"Gene640",1.31377708485664,0.855832867284086,"不显著"
"Gene641",2.18689604286626,0.900562581457869,"不显著"
"Gene642",0.440917226129224,0.393011082430281,"不显著"
"Gene643",0.374339710653145,0.0786623702582681,"不显著"
"Gene644",0.403102133569489,0.788520222749752,"不显著"
"Gene645",-3.08588712629655,0.031384874037412,"不显著"
"Gene646",-1.96459955394739,0.0926585336289422,"不显著"
"Gene647",2.14045236994129,0.922189535984107,"不显著"
"Gene648",-1.43109193661311,0.489673125737471,"不显著"
"Gene649",-0.0267371950294756,0.292373708199443,"不显著"
"Gene650",-0.268744414656892,0.01552120498661,"不显著"
"Gene651",-1.89138050415371,0.839786457195449,"不显著"
"Gene652",1.01643744429976,0.90030207939878,"不显著"
"Gene653",0.0617492741144134,0.349295756434373,"不显著"
"Gene654",-0.121849539555843,0.124511936432442,"不显著"
"Gene655",0.183856022215499,0.00102536994206873,"不显著"
"Gene656",-0.957587770312688,0.073411123251925,"不显著"
"Gene657",-0.0550043926324343,0.79228352010436,"不显著"
"Gene658",1.17506296559158,0.494128003979018,"不显著"
"Gene659",0.352201935775354,0.00162292805723,"不显著"
"Gene660",0.681100237597965,0.135455466036667,"不显著"
"Gene661",-0.230736511064176,0.544897588843224,"不显著"
"Gene662",0.0983147446025206,0.0107284526997176,"不显著"
"Gene663",0.400192861221986,0.87606375934872,"不显著"
"Gene664",-0.750659769019963,0.821245006556299,"不显著"
"Gene665",1.40581229177626,7.17709733703575e-05,"上调"
"Gene666",0.668668033218664,0.0713682649879123,"不显著"
"Gene667",-1.5286078658521,0.138736444525428,"不显著"
"Gene668",2.75979041861694,0.356016849472918,"不显著"
"Gene669",0.705202252054761,0.0899467377027551,"不显著"
"Gene670",0.121980342924934,0.385175770927338,"不显著"
"Gene671",0.967973510600162,0.165798310717144,"不显著"
"Gene672",-0.303627588720641,0.00228965895079014,"不显著"
"Gene673",0.0238361272099552,0.779221043626853,"不显著"
"Gene674",-0.288159699557962,0.569756245602738,"不显著"
"Gene675",0.836484346799316,0.0416503913257614,"不显著"
"Gene676",-0.885614591828497,0.135090302280687,"不显著"
"Gene677",-2.08461453241796,0.0961765566266523,"不显著"
"Gene678",-1.27402089314961,0.0271813083196799,"不显著"
"Gene679",0.130995295468144,0.455431858110254,"不显著"
"Gene680",-1.50884296099405,0.13124488771421,"不显著"
"Gene681",0.0688417562528412,0.624682411691544,"不显著"
"Gene682",0.964823922444658,0.164491003933413,"不显著"
"Gene683",-0.914385972855605,0.215068223124609,"不显著"
"Gene684",-1.41100498326774,0.194454058033524,"不显著"
"Gene685",3.17981672573382,0.540957712394604,"不显著"
"Gene686",0.241538228153651,0.171802040871834,"不显著"
"Gene687",1.15363643521798,0.021799070197175,"不显著"
"Gene688",-1.59188519338522,0.00403050436785501,"下调"
"Gene689",0.724381476551199,0.280465387757258,"不显著"
"Gene690",1.04782797341962,0.668043879867487,"不显著"
"Gene691",-0.955009406339116,0.000466988836930627,"不显著"
"Gene692",-1.87415394006113,0.458109394997382,"不显著"
"Gene693",-1.44241013674333,0.0855297097349775,"不显著"
"Gene694",2.14710364814621,0.80470923167297,"不显著"
"Gene695",0.00136162132688723,0.336736457565659,"不显著"
"Gene696",-0.00391785996909315,0.00382607912938766,"不显著"
"Gene697",-1.16636955832868,0.0365013892150149,"不显著"
"Gene698",0.719239285222541,1.71958669603969e-06,"不显著"
"Gene699",0.136302112313752,0.154955335094977,"不显著"
"Gene700",3.36343819631405,0.0584879165130981,"不显著"
"Gene701",1.07023921904741,0.957908269340707,"不显著"
"Gene702",-1.7822777569025,0.227759292027174,"不显著"
"Gene703",-0.786421361743863,0.620729925113851,"不显著"
"Gene704",-2.30376146280448,0.597638727667332,"不显著"
"Gene705",2.97629043294793,0.449717356655814,"不显著"
"Gene706",-2.70540238144303,0.0169287529726254,"不显著"
"Gene707",-1.47482327494879,0.164724494743922,"不显著"
"Gene708",0.956445638743996,0.809677125480815,"不显著"
"Gene709",0.896558398728231,0.0180587199684449,"不显著"
"Gene710",-0.962869954893229,0.203435072610699,"不显著"
"Gene711",1.74003561981378,0.607075588305493,"不显著"
"Gene712",0.796498324572415,0.484586729011249,"不显著"
"Gene713",0.327026727578764,0.00274808808824755,"不显著"
"Gene714",-2.23137631124557,0.950936637182631,"不显著"
"Gene715",1.30842689948743,0.724507028140081,"不显著"
"Gene716",-0.94547047632745,0.218869664143514,"不显著"
"Gene717",-0.445590248678219,0.173395306826848,"不显著"
"Gene718",0.559351704677931,0.266938316305155,"不显著"
"Gene719",-2.61701093602186,0.0990282595896371,"不显著"
"Gene720",0.0627988909182531,0.629424657714062,"不显著"
"Gene721",-3.76863373534583e-05,0.817008024893317,"不显著"
"Gene722",-0.968550930259555,0.259727881662183,"不显著"
"Gene723",-0.125588760048135,0.000818282729308314,"不显著"
"Gene724",-1.35999148237945,0.575900133078728,"不显著"
"Gene725",1.17912919292823,0.0226286732382479,"不显著"
"Gene726",-0.870781369253369,0.498553723944031,"不显著"
"Gene727",-0.0269542657613323,0.812691894418809,"不显著"
"Gene728",1.70746895522294,0.853375887299215,"不显著"
"Gene729",-0.781959353390875,0.0107322331971423,"不显著"
"Gene730",-1.0400690457359,0.145637751632804,"不显著"
"Gene731",2.06342039793426,0.00743552942277178,"上调"
"Gene732",0.917879018707008,0.0378166310437575,"不显著"
"Gene733",-1.36352101964863,0.106943167360355,"不显著"
"Gene734",-0.221932049363452,0.867814066243613,"不显著"
"Gene735",-1.5192157406523,0.216620801723788,"不显著"
"Gene736",0.351989651121691,0.019210742355218,"不显著"
"Gene737",-3.90399471952456,0.475766893790099,"不显著"
"Gene738",-0.973193188909207,0.913463349702613,"不显著"
"Gene739",-0.335605048667437,0.278309283533488,"不显著"
"Gene740",-1.16520669062689,0.99803720524604,"不显著"
"Gene741",0.61545298981945,0.0463706614530026,"不显著"
"Gene742",-0.79701963031784,0.370339161439012,"不显著"
"Gene743",-3.56894734726003,0.198856085743978,"不显著"
"Gene744",-2.27287238542598,0.8327579573271,"不显著"
"Gene745",-0.887346631697523,0.392920254662751,"不显著"
"Gene746",0.75723407540152,0.0208396139247496,"不显著"
"Gene747",2.50262480861659,0.496034100007055,"不显著"
"Gene748",0.70966076937214,0.151858042853528,"不显著"
"Gene749",0.134666701217532,0.514523289408824,"不显著"
"Gene750",2.12533169198542,0.296475247004942,"不显著"
"Gene751",0.564286866942879,0.00356536864760891,"不显著"
"Gene752",0.858751159912618,0.06123715451267,"不显著"
"Gene753",-0.748589949282894,0.0315137399656378,"不显著"
"Gene754",0.503489529863364,0.00578487739182391,"不显著"
"Gene755",-1.46017590366315,0.0546261822092375,"不显著"
"Gene756",-0.837994813570391,0.00062377120754558,"不显著"
"Gene757",0.139460514425988,0.0217566575679458,"不显著"
"Gene758",0.800012851113039,0.761276715035813,"不显著"
"Gene759",0.923316617149357,0.421835852510575,"不显著"
"Gene760",-1.02617833099755,0.0399178588446588,"不显著"
"Gene761",0.125380271471137,0.0632279671487064,"不显著"
"Gene762",-1.47052116157036,0.0682037577962386,"不显著"
"Gene763",-0.0530230296053044,0.761277016506684,"不显著"
"Gene764",-1.09040200961926,0.40119368521641,"不显著"
"Gene765",0.37632048745939,0.0435072030332052,"不显著"
"Gene766",0.268721923071736,0.321850947250781,"不显著"
"Gene767",0.652140975400785,0.33816186881585,"不显著"
"Gene768",-0.590337962050452,0.179902213303435,"不显著"
"Gene769",-0.71549299916592,0.0733239833211462,"不显著"
"Gene770",0.618890321873455,0.466520163950888,"不显著"
"Gene771",2.1046553135294,0.680600988322307,"不显著"
"Gene772",0.413221332100182,0.0432217545109733,"不显著"
"Gene773",-0.800786361094662,0.372350387854801,"不显著"
"Gene774",-0.290347419167272,0.929870756469392,"不显著"
"Gene775",-1.18851949231438,0.00257575146099116,"下调"
"Gene776",0.124095179995062,0.000294566980953019,"不显著"
"Gene777",-0.32852701762883,0.670519452695345,"不显著"
"Gene778",0.404784822792905,0.0605842349055845,"不显著"
"Gene779",0.750279557438057,0.0458356037584255,"不显著"
"Gene780",0.296348639599019,0.0127870334359978,"不显著"
"Gene781",3.01438834930027,0.0690352528681772,"不显著"
"Gene782",0.0475284183801421,0.0230819685202903,"不显著"
"Gene783",-1.20120943691381,0.168805533188297,"不显著"
"Gene784",-2.0386429282781,0.586632392703263,"不显著"
"Gene785",0.296562078347111,0.00701257955680743,"不显著"
"Gene786",-1.38877493761836,0.232729533783726,"不显著"
"Gene787",1.45689163791247,0.0790871892367866,"不显著"
"Gene788",1.45781872401319,0.243366653022972,"不显著"
"Gene789",0.134267248126232,0.433221359781212,"不显著"
"Gene790",0.431820413619593,0.531270409492966,"不显著"
"Gene791",-0.254434494605876,0.222258858566581,"不显著"
"Gene792",-0.0558751094295606,0.508378690263747,"不显著"
"Gene793",-1.12400546136078,0.379732952201275,"不显著"
"Gene794",0.379748259324412,0.0520207008478549,"不显著"
"Gene795",0.629358666593849,0.0640810583832879,"不显著"
"Gene796",-0.173708755907229,0.193274254113915,"不显著"
"Gene797",1.22413559432246,0.214232598541038,"不显著"
"Gene798",-0.566746507616342,0.00325660922705283,"不显著"
"Gene799",2.44821169163827,0.317587265280681,"不显著"
"Gene800",1.12998122933596,0.647818833514728,"不显著"
"Gene801",-0.608255691719752,0.491967468239125,"不显著"
"Gene802",-1.60976298090302,0.219031720976611,"不显著"
"Gene803",1.39920879490678,0.398299299530809,"不显著"
"Gene804",0.309356234098918,0.202997298952205,"不显著"
"Gene805",1.56627961800016,0.337663833310051,"不显著"
"Gene806",-0.31834064408096,0.125924624059888,"不显著"
"Gene807",1.7070214709966,0.161138187818379,"不显著"
"Gene808",-0.820057807881237,0.0318930720351635,"不显著"
"Gene809",1.72410058728337,0.440737075617476,"不显著"
"Gene810",0.630623217444001,0.87804535002565,"不显著"
"Gene811",-0.302857293682419,0.345051610622904,"不显著"
"Gene812",-0.347827463934614,0.0155792085701402,"不显著"
"Gene813",-2.20200432575557,0.00816716594907123,"下调"
"Gene814",-0.982025385360581,0.504649822914723,"不显著"
"Gene815",0.757637857091596,0.701735151699279,"不显著"
"Gene816",-0.584751140165979,0.131808954554997,"不显著"
"Gene817",0.00342698877766382,0.945773603343239,"不显著"
"Gene818",-2.85550077167122,0.406255918381525,"不显著"
"Gene819",-0.64047809799378,0.393049227845223,"不显著"
"Gene820",0.00862729067586949,0.657683705930652,"不显著"
"Gene821",-0.435106784447368,0.928041114284352,"不显著"
"Gene822",-3.00553589945777,0.250338844907588,"不显著"
"Gene823",-0.740412350225274,0.515266358499187,"不显著"
"Gene824",0.662701224072774,0.0592205444284569,"不显著"
"Gene825",0.178301633641164,0.767436043917467,"不显著"
"Gene826",0.515063605163023,0.226604737588891,"不显著"
"Gene827",0.817618538735825,0.604288944538913,"不显著"
"Gene828",2.22167719613352,0.00454991235974585,"上调"
"Gene829",-0.897967279868257,0.226556864083958,"不显著"
"Gene830",1.76057065574848,0.857395025949458,"不显著"
"Gene831",-2.48169150753173,0.559492812744109,"不显著"
"Gene832",0.529321821299336,0.0521387631008395,"不显著"
"Gene833",-1.6942989354205,0.0161375323645929,"不显著"
"Gene834",1.86623900467479,0.0802668383615793,"不显著"
"Gene835",0.635265999520359,0.844373022487428,"不显著"
"Gene836",-0.231756569118564,0.00618582257946,"不显著"
"Gene837",0.564324658234021,0.116901316379925,"不显著"
"Gene838",-2.72101613029201,0.320098725020681,"不显著"
"Gene839",0.860576037019224,0.00104188083685902,"不显著"
"Gene840",0.124949430590028,0.0768313934802828,"不显著"
"Gene841",2.22463754807316,0.508614211777477,"不显著"
"Gene842",-0.431835976135908,0.784569925818486,"不显著"
"Gene843",-1.68356128331762,0.101872983126537,"不显著"
"Gene844",-0.081356808247907,0.819891179992103,"不显著"
"Gene845",-0.944499290304221,0.0667026595734428,"不显著"
"Gene846",-0.788111628025822,0.239075626308729,"不显著"
"Gene847",0.899151332553595,0.00255712904721024,"不显著"
"Gene848",-0.838671871021075,0.630635380595421,"不显著"
"Gene849",-0.567575804620215,0.822368958910456,"不显著"
"Gene850",-0.403162259927922,0.0602671657851263,"不显著"
"Gene851",-0.344098453908896,0.037675463561844,"不显著"
"Gene852",0.22610047523578,0.00247176962335282,"不显著"
"Gene853",0.34250430409026,0.516616679402061,"不显著"
"Gene854",-0.465086520041368,0.00407015106885043,"不显著"
"Gene855",1.18454139400971,0.188253575513741,"不显著"
"Gene856",-1.25586195166534,0.215392177692424,"不显著"
"Gene857",0.955149895312595,0.950245944646633,"不显著"
"Gene858",-0.889782095086877,0.903868546887233,"不显著"
"Gene859",0.710476867388819,0.408113015264156,"不显著"
"Gene860",-0.269950388132823,0.834651338856279,"不显著"
"Gene861",0.717569373355979,0.154102240767233,"不显著"
"Gene862",-0.354265799679536,0.467884982692632,"不显著"
"Gene863",-0.904322762431328,0.103998859537369,"不显著"
"Gene864",0.792198074838383,0.0546996181564065,"不显著"
"Gene865",0.887516668752138,0.840164725021921,"不显著"
"Gene866",-1.39606501511389,0.208959287150145,"不显著"
"Gene867",1.46423047553787,0.291635320018915,"不显著"
"Gene868",-1.40138051386809,0.448842584092948,"不显著"
"Gene869",1.55804450560588,0.153801004666865,"不显著"
"Gene870",-3.37604590112482,0.691697420500434,"不显著"
"Gene871",-0.980343916870786,0.00286332610490594,"不显著"
"Gene872",1.15405437714352,0.450381319703642,"不显著"
"Gene873",1.50164200411606,0.00887781070709696,"上调"
"Gene874",-1.88090589011672,0.723044801614138,"不显著"
"Gene875",-1.37333713516864,0.0105030900233122,"不显著"
"Gene876",0.964768014335902,0.310856786076869,"不显著"
"Gene877",1.12968045485271,0.0333199580489425,"不显著"
"Gene878",-0.425975325715663,0.145683718559583,"不显著"
"Gene879",0.113643380168869,0.574096466345429,"不显著"
"Gene880",1.34642795638239,0.0127684242704998,"不显著"
"Gene881",-1.29033995674602,0.796441217537268,"不显著"
"Gene882",-0.0457556578771123,0.475207112604914,"不显著"
"Gene883",2.15025005844189,0.776107418988627,"不显著"
"Gene884",0.171061716115011,0.0329968196640303,"不显著"
"Gene885",1.41374590062746,0.497393604847807,"不显著"
"Gene886",-0.805066308019088,0.907832497945088,"不显著"
"Gene887",-0.321816163200445,0.0776712467333955,"不显著"
"Gene888",0.0988038207500082,0.0530434321411932,"不显著"
"Gene889",0.832164832450403,0.802157499261718,"不显著"
"Gene890",-0.722370216196462,0.472086580597084,"不显著"
"Gene891",-2.01071756063518,0.0595132458370348,"不显著"
"Gene892",1.48006719737354,0.525835432142511,"不显著"
"Gene893",0.236747726799727,0.151301237638442,"不显著"
"Gene894",0.526503342132056,0.513199045928034,"不显著"
"Gene895",0.484944184982345,0.00158623101773096,"不显著"
"Gene896",-0.345292322983276,0.242226833847239,"不显著"
"Gene897",-0.720389305557522,0.0404874697162999,"不显著"
"Gene898",2.02750897542843,0.076753556541761,"不显著"
"Gene899",-1.12912835258712,0.173707633859943,"不显著"
"Gene900",2.39970163782271,0.00440830104546257,"上调"
