"cell","cluster","umap_1","umap_2","IL7R","GNLY","MS4A1"
"cell_2_97","Memory CD4+ T",-1.1816829468611,0.895640718635394,2.7927714249651,0.0802078789965071,0.349982042900657
"cell_2_98","Memory CD4+ T",-1.4092682100233,0.926088546042156,2.48257508610849,0.946642304305896,0.657820899726647
"cell_2_99","Memory CD4+ T",-0.596195845875754,1.25265186036385,1.66671005251878,0.479276273583047,0.525176453922244
"cell_2_100","Memory CD4+ T",-0.929226180971868,1.02978863880556,2.52533427263503,0.241548245676158,0.354194837777552
"cell_2_101","Memory CD4+ T",-0.408508673317144,0.69050134878757,2.87240981175682,0.58076181689141,0
"cell_2_102","Memory CD4+ T",-1.0251992170548,1.18049376316369,2.33444838626781,0.0292722317242623,0.326264457325758
"cell_2_103","Memory CD4+ T",-0.665027259743387,0.527397590286661,3.01243231630769,0.492529078811783,0.505159815327775
"cell_2_104","Memory CD4+ T",-0.901717189833134,1.03126530092112,2.96727401764187,1.2653835850179,0.157346753032629
"cell_2_105","Memory CD4+ T",-0.159155690153121,1.09669880381267,2.84338199804629,0.28437561434926,0.0635451955453604
"cell_2_106","Memory CD4+ T",-0.547712435795779,1.50883912372678,3.25787820946985,0,0.0723908771663292
"cell_2_107","Memory CD4+ T",-0.770612049530908,0.936955250406283,2.22578683309298,0,0
"cell_2_108","Memory CD4+ T",-1.18431166256696,1.13142530874783,2.08138572955378,0.653727373884871,0.158575193037489
"cell_2_109","Memory CD4+ T",-0.985936322098495,1.11854895982514,3.11242303153583,0,0.279216634923035
"cell_2_110","Memory CD4+ T",-0.992912949929458,1.10756828543487,2.71359953497552,0,0.0162822626954526
"cell_2_111","Memory CD4+ T",-0.519224675358775,0.81869030202589,3.02875630526176,0.772277819000807,0.440428074583256
"cell_2_112","Memory CD4+ T",-0.999463685058355,1.07584803933074,2.89132763344451,0.118775134722932,0.266707967532683
"cell_2_113","Memory CD4+ T",-0.779292102171355,0.739507389059115,2.68306116595,0.815096096642918,0.917715130759656
"cell_2_114","Memory CD4+ T",-0.279780498363692,0.855403096948145,2.45469003242363,0.710834571100264,0
"cell_2_115","Memory CD4+ T",-0.684829045465947,1.10154741486293,3.75053627492508,0.869265977760694,0
"cell_2_116","Memory CD4+ T",-1.02595812459585,1.33197208604594,2.47768906592295,0.59374587010888,0.3908637860089
"cell_2_117","Memory CD4+ T",-0.504082147715787,0.791867774714295,2.81118143506955,0.74588626456277,0.615767099309471
"cell_2_118","Memory CD4+ T",-0.285066352369124,0.760480100204031,2.89034531472044,0.268228391289778,0.785408093421532
"cell_2_119","Memory CD4+ T",-1.09912829030786,1.46927526000489,2.46206307084022,0.3229048298875,0.690888366478437
"cell_2_120","Memory CD4+ T",-0.523714377717279,1.5190692056319,1.69702150537033,0.744407160341788,0
"cell_2_121","Memory CD4+ T",-0.991860843999682,1.61911369744395,2.44311792203061,0.631882078632019,0.50288624939265
"cell_2_122","Memory CD4+ T",-0.556043723345938,0.834712744695138,3.41043314073118,0,0.347893439800296
"cell_2_123","Memory CD4+ T",-0.577396299064884,1.19078963542219,2.64535259649662,0.443050677300761,0.570354490949903
"cell_2_124","Memory CD4+ T",-0.956091218635042,0.839339399103133,1.98398379805022,0.438426801048632,0
"cell_2_125","Memory CD4+ T",-1.25589464873562,1.13266121322868,3.11021407876093,0.644115446726846,0.278082970399329
"cell_2_126","Memory CD4+ T",-1.35791447333135,0.720708453456077,1.62474593085102,0.190753288961145,0.300574133984102
"cell_2_127","Memory CD4+ T",-0.469242722544477,1.3941522865371,2.14618006510065,0,0
"cell_2_128","Memory CD4+ T",-0.818264660240211,1.24349256821903,2.77474417095308,0,0.190618821714695
"cell_2_129","Memory CD4+ T",-0.622638170813097,0.526259451524128,1.97472643024237,0.190391815400973,0.315078623118354
"cell_2_130","Memory CD4+ T",-0.966951425331196,0.778308809291296,2.62760773438682,0,0.517413827808819
"cell_2_131","Memory CD4+ T",-1.60404214158792,0.999882960370683,2.80096665580926,0.0877327923009453,0.656813286559011
"cell_2_132","Memory CD4+ T",-0.912222964202065,0.829859212895792,1.82870803814411,1.04684048502997,0.0270653284858887
"cell_2_133","Memory CD4+ T",-0.889034255244052,0.919016833624612,2.5884350118869,0,0
"cell_2_134","Memory CD4+ T",-0.937256987718557,1.52707814073083,1.73348583148943,0,0
"cell_2_135","Memory CD4+ T",-0.836190308807101,1.05242432673975,2.48798004053993,0.109185080591573,0.187244849893531
"cell_2_136","Memory CD4+ T",-0.313719309324533,1.20237812243662,2.0119923627925,0.146375067537113,0.509974122934852
"cell_2_137","Memory CD4+ T",-1.25103386881272,0.673294135195081,1.98545511550356,0.602233589203685,0.18561101833402
"cell_2_138","Memory CD4+ T",-0.832552813214977,1.11201839862306,2.54228608454364,0.639328920280255,0
"cell_2_139","Memory CD4+ T",-1.17078595950924,0.62393614393204,2.95350467719533,0,0
"cell_2_140","Memory CD4+ T",-0.914089250396921,0.893974775619616,1.78677089856699,0,0.50378657970887
"cell_2_141","Memory CD4+ T",-1.03613935368645,1.37894748902072,2.27389348345522,0.49588108019089,0
"cell_2_142","Memory CD4+ T",-1.0711430710386,1.60313989183116,2.71525270894361,0.332485599460934,0.0841125277307104
"cell_2_143","Memory CD4+ T",-1.26205557703642,1.39020371615122,1.67066594795606,0.60566452007799,0.646618901633526
"cell_2_144","Memory CD4+ T",-1.18077708866321,1.09567263376847,2.10653478127864,0,0.15487595469247
"cell_2_145","Memory CD4+ T",-0.656216567934977,1.27181929904888,2.19290420326433,0.227840388892882,0
"cell_2_146","Memory CD4+ T",-1.19530501066486,1.19351192231825,3.51170228019752,0.293192169791699,0.131672097611475
"cell_2_147","Memory CD4+ T",-0.462866061892358,1.0418157823008,2.4147956753052,0,0.104666082966183
"cell_2_148","Memory CD4+ T",-1.00945975205769,0.986561478794879,2.09407754389792,0,0.319914688065854
"cell_2_149","Memory CD4+ T",-0.84411357693587,0.652507087568485,2.12036220345251,0,0.181896301555796
"cell_2_150","Memory CD4+ T",-0.781849096075656,1.35849158462693,3.26959045312538,0,0.451223293822293
"cell_2_151","Memory CD4+ T",-1.37391820459009,1.44880121624733,1.70962735177074,0.125253103267988,0.115458226064187
"cell_2_152","Memory CD4+ T",-1.28839710467347,1.43796961453168,1.63896170138494,0.842820816786622,0
"cell_2_153","Memory CD4+ T",-0.857494171972376,1.17063859137399,2.91470026255476,0.20885885733611,0.0185847497127546
"cell_2_154","Memory CD4+ T",-1.26016913454161,0.862195300631251,1.83943612999405,0.447796957315662,0
"cell_2_155","Memory CD4+ T",-0.911251536511084,1.13058292433414,3.22293602519461,0.170457093498226,0.267052627048526
"cell_3_1","Treg",0.939952910020211,1.95807536200089,0.688885982290621,0,0
"cell_3_2","Treg",0.80480052861804,1.47508844237564,0.673021476048198,0,0
"cell_3_3","Treg",1.10945462827892,1.85932962701449,1.2706521238423,0.271184534619539,0.0141792368696085
"cell_3_4","Treg",1.07382702426963,1.54372309644413,0,0.0452116257592153,0.0784685112835777
"cell_3_5","Treg",1.14270244192356,1.51074182766079,0,0.994514878840845,0.185790940375021
"cell_3_6","Treg",0.863620127904193,1.61314494787903,0.0317662095282588,0,0.479699182948688
"cell_3_7","Treg",0.7972541077422,1.73673028147009,1.15305378902196,0,0
"cell_3_8","Treg",1.00465842458865,1.78789530968194,0,0,0.737622525006315
"cell_3_9","Treg",0.983576816930995,1.80097179354488,0.0635251218558019,0.51715014006296,0
"cell_3_10","Treg",0.577416458965386,1.435991330811,0,0.31528338303508,0.348729526814221
"cell_3_11","Treg",1.22776861081718,1.85450132043593,0,0.420776250096048,0.759600434182144
"cell_3_12","Treg",0.50111924877796,2.01780647939282,0.959243070001301,0,0.0692587929900009
"cell_3_13","Treg",1.11865981480831,2.14178078070404,0.586547363176498,0,0
"cell_3_14","Treg",0.596176228056654,1.89724996234391,1.27363010764277,0,0.790692473169089
"cell_3_15","Treg",0.99540572977129,1.97104987730965,0,0.216487737490672,0
"cell_3_16","Treg",1.38754325219555,1.55134763855434,0,0.439905521790278,0
"cell_3_17","Treg",1.39477517103797,1.71709843256724,0.808278669071203,0.0410626382686304,0.512950158235085
"cell_3_18","Treg",0.336146184246662,1.70850326735942,0,0.361905307392336,0.41360300210845
"cell_3_19","Treg",0.579445609538974,1.67982861372647,0,0.388327980171996,0.170211876281907
"cell_3_20","Treg",0.96787087203656,2.03076025740939,0,0.375584665716482,0.226276445044122
"cell_3_21","Treg",1.07416548465134,1.85668321591131,0,0,0.248012315708775
"cell_3_22","Treg",0.501094790273702,2.53058629541002,0.0861686795503042,0.138405514944921,0
"cell_3_23","Treg",0.417389331464113,1.6365827611196,0.598572905144355,0.245616528148122,0
"cell_3_24","Treg",1.52365910208653,1.65446698023964,0.578373130889027,0.536958656523015,0.224180604740616
"cell_3_25","Treg",1.07684702576847,1.58274146730856,0,0.452456529910643,0
"cell_3_26","Treg",1.44786308726536,1.4824460732671,0.355100796556823,1.17267063681888,0.875876779729671
"cell_3_27","Treg",0.86081994300966,1.52537452396585,0.348620761357353,0.295552663951547,0.470321927298688
"cell_3_28","Treg",1.07211983497526,1.4905489402119,0.327334396301069,0.403813783910375,0
"cell_3_29","Treg",1.35603454094616,1.91681745987365,0,0,0
"cell_3_30","Treg",0.827144959216155,1.70865999623526,0,0.537173022160405,0.0107122461306233
"cell_3_31","Treg",1.25546452480219,1.67290753695397,0.0990250316045213,0,0.952488440753301
"cell_3_32","Treg",1.13813893068737,1.30021614925244,0,0,0.679944023070592
"cell_3_33","Treg",1.02277052131775,1.69113758256437,0.84033218733509,0,0.643468312306783
"cell_3_34","Treg",0.71573504729581,1.94924521082293,0.555892458424991,0.461662423750756,0.0882107708676495
"cell_3_35","Treg",0.902262697487164,1.81342933539226,0,0.257965816912918,0.280291180936163
"cell_3_36","Treg",0.747742914582238,1.30971465230979,0,0,0.208598715011408
"cell_3_37","Treg",0.773584233846712,1.56017152036431,0.234004562591143,0.260501568356164,0
"cell_3_38","Treg",0.460515261765896,1.84893468901395,0,0,0.640550964606774
"cell_3_39","Treg",0.480857735322791,1.74204684275767,0.855943332325215,0.734870092613774,0
"cell_3_40","Treg",0.82891084697539,1.3890981461587,0.0989799933301132,0.0515289134584325,0.413746708435751
"cell_3_41","Treg",0.680672344475954,1.51644186221244,0,0.830195176966784,0
"cell_3_42","Treg",1.33128984093117,1.60638800197795,0,0,0.26937848145261
"cell_3_43","Treg",0.738622744298865,1.91321904888402,0.163461998285442,0.141526240118467,0
"cell_3_44","Treg",0.413538845713241,1.82137245638229,0.648836808772822,0.436591606158569,0
"cell_3_45","Treg",1.22457455003945,2.23813474940975,0,0.478160931699084,0
"cell_3_46","Treg",0.576696419468115,2.06506323573047,0,0.289880630045963,0.206538065624137
"cell_3_47","Treg",0.585075698450458,1.95179811267644,0,0.166692298151583,0.823698440479582
"cell_3_48","Treg",0.895474992899698,1.90433565961442,0.126594389962715,0.141107285962993,0
"cell_3_49","Treg",0.827795859839921,1.50050812393057,0.607660849774162,0.323090355272722,0
"cell_3_50","Treg",1.04832351919069,1.25000399752773,0.905563013553403,0.167588539732105,0
"cell_3_51","Treg",0.791442885141026,1.84483558235868,0.412988143211398,0,0
"cell_3_52","Treg",0.302281632317804,2.16007730983334,0.441584554915161,0.108029170159772,0
"cell_3_53","Treg",0.94668696300201,2.31046659456354,0,0,0.41478286766356
"cell_3_54","Treg",1.05268212563038,1.27725112779737,0.869016240404711,0.659213726461558,0.272126967044525
"cell_3_55","Treg",1.2014655623044,1.78266804946226,0.475012602751644,0,0
"cell_3_56","Treg",0.134767216002131,1.71577595856559,0.308305016546431,0.609317098195694,0
"cell_3_57","Treg",1.26671670840809,1.77229458509702,0.236490245625537,0,0
"cell_3_58","Treg",0.771991958132515,1.88883831525382,0,0,0.644049757912064
"cell_3_59","Treg",0.478558990472584,1.800548594446,0,0.582078725860427,0.860603336728383
"cell_3_60","Treg",0.979095973388706,1.69854122172552,0.607864776021974,0.189536475225727,0
"cell_3_61","Treg",0.648654200939061,1.40919589120637,0.597885999312694,0.365594837492001,0.566218946627297
"cell_3_62","Treg",0.917238740195326,1.2816265150694,0.478384664266116,0,0.49043623077021
"cell_3_63","Treg",0.537436888937726,1.60526003143867,0.565060857600178,0.685737871481318,0.143052752590806
"cell_3_64","Treg",0.918337662151008,1.73213531018885,0,0.238106031757635,0.911240940430059
"cell_3_65","Treg",0.781910055680987,1.72328144710107,0,0.866139775149738,0.193487979701078
"cell_3_66","Treg",1.05731071481214,1.76126417183647,0,0.67786932948777,0.500345393045939
"cell_3_67","Treg",0.774764487972178,2.39025652147155,0.277608913768618,0,0.371259620518212
"cell_3_68","Treg",0.941112929738608,1.89876571717131,0.981704274778189,0.534395340393822,0.528674092590976
"cell_3_69","Treg",1.05572262108133,1.47093144511645,1.15952962547864,0,0
"cell_3_70","Treg",1.21070696054956,1.37088858183898,0.720646884053314,0.275100465555999,0.739282988483757
"cell_3_71","Treg",1.13326990113125,1.2806447706275,0,0.0692746261748868,0
"cell_3_72","Treg",0.537805569278403,1.43238824479515,0.317039954237365,0.404960806066917,1.42022514326285
"cell_3_73","Treg",0.761765781900486,1.7618055596723,0.0806680022206721,0.0460764648287223,0.482158842031203
"cell_3_74","Treg",1.20545135127189,1.61804187118946,0,0.413236816144588,0.481574378001968
"cell_3_75","Treg",1.33084502325063,1.62837754177677,1.37743435338469,0.459031194358872,0
"cell_3_76","Treg",1.21367687239055,1.57526467394549,0.767169193334209,0.128485724251926,0.525381453739983
"cell_3_77","Treg",0.982525740822455,1.84000541447274,0.519435908428177,0.646089152508795,0.253072810016651
"cell_3_78","Treg",0.143879469529925,2.02272322928123,0,1.10701002935545,0.478332438039945
"cell_3_79","Treg",0.664638493016701,1.43794840625397,0.674422334233178,0,0.102946336227431
"cell_3_80","Treg",1.00709880532179,1.87396515144154,0,0.109966357215861,0
"cell_3_81","Treg",0.878624046842169,1.95370244963619,0.0273463342145076,0,0
"cell_3_82","Treg",0.54072267694878,1.94841475820856,0.516688892612936,0.185182069116422,0
"cell_3_83","Treg",1.35760764801222,1.52754228353167,0,0.103125767427139,0
"cell_3_84","Treg",1.12617408989448,1.57604184686644,0,0.198033271251196,0
"cell_3_85","Treg",0.29438703653907,1.25803040165076,0.182234295192225,0,0.159115563245342
"cell_3_86","Treg",0.803860495564787,1.89295055418513,0,0.543462627903404,0
"cell_3_87","Treg",0.962436079875518,1.40249546112692,0.309070904819578,0.537280951543251,0
"cell_3_88","Treg",1.21765604959354,1.05904363530582,0.492010944669168,0.654670536103676,0
"cell_3_89","Treg",0.361392063656526,1.53553093774498,0,0.306155507913244,0
"cell_3_90","Treg",0.876355922709794,1.73991609009916,0.481831988356852,0,0
"cell_3_91","Treg",0.182873720614855,1.36083372513376,0,0.0774328654030915,0.368110035343111
"cell_3_92","Treg",0.564323569840757,2.03899076189516,0,0.504607340850661,0
"cell_3_93","Treg",0.726599000448804,1.49493577467874,0.302528183319541,0.358420762834378,0.530664365054637
"cell_3_94","Treg",1.60625599441027,2.0540544037251,0.353027829961939,0.636815648481664,0
"cell_3_95","Treg",0.771828146696689,1.70767828241914,0,0,0
"cell_3_96","Treg",1.0320087095308,1.75682295385511,0.0501385958038051,0,0
"cell_3_97","Treg",1.15613781421102,1.62080626439453,0.132489456344278,0.963120908227278,0.978034525313639
"cell_3_98","Treg",0.887787382269008,1.34803233061388,0.0521152344466208,0,0.418938929212145
"cell_3_99","Treg",0.950809154299327,1.71066724115045,0.349593925646667,0,0
"cell_3_100","Treg",1.1753558519502,1.96904345266331,0,0.556659334275098,0.419371946456998
"cell_3_101","Treg",0.578033348901166,1.36724928679375,0,0,0.45253932034688
"cell_3_102","Treg",0.654579676983765,1.65351964733228,0.516086234631013,0,0.149040780653346
"cell_3_103","Treg",0.743117058752677,1.67604176231843,1.58359069257317,0.758558107413789,0
"cell_3_104","Treg",0.889459779179588,1.53763305705293,0.340400570253114,0,0
"cell_3_105","Treg",1.195917452377,1.92247787805251,0,0,0
"cell_3_106","Treg",0.967477083387685,1.71627445647717,0.869435510711496,1.12157297642634,0.175091802054066
"cell_3_107","Treg",0.434455970391475,1.96132202817788,0,0.612914221414063,0
"cell_3_108","Treg",0.445565924146825,1.87330716153941,0,0.322360254105194,0.20488431118144
"cell_3_109","Treg",0.865118505951539,1.43821798398953,0,0.231566978068621,0.0651922685833333
"cell_3_110","Treg",0.912525114028154,1.62081977781824,0,0.0412847192172755,0.378404254496569
"cell_3_111","Treg",0.596506789175818,1.69170208368755,1.20202454772457,0,0.208262000357101
"cell_3_112","Treg",0.517940672821796,1.9512699040422,0.871752529909682,0.671613373915339,0.479997260864284
"cell_3_113","Treg",0.794263798141818,1.6503352448292,0.315218003840779,0,0.366436987275979
"cell_3_114","Treg",0.837642845535643,1.87776555846254,0,0.399835293753417,0.201449353478142
"cell_3_115","Treg",0.90218816820483,1.71223345238321,0,0.447478575918771,0.0221201167412821
"cell_3_116","Treg",0.935808583084954,2.076563097802,0.304034927092585,0.182667824795743,0.242742842629795
"cell_3_117","Treg",0.793279777452458,1.60215009780305,0.743356869342936,0,0.327948531425408
"cell_3_118","Treg",0.724248129168302,1.78560695643447,0.926935163995948,0,0.693587303488398
"cell_3_119","Treg",0.399757576214639,1.74482795364286,0.457016018351215,0.5770346320432,0.168516885485801
"cell_3_120","Treg",0.865699168797233,1.45137630235537,1.0217059221311,0,0.589594631018261
"cell_3_121","Treg",1.48641918471351,1.40413337720854,0,0.971062773247478,0
"cell_3_122","Treg",0.883402160563948,1.87605894420208,0.427453330552921,0,0
"cell_3_123","Treg",1.09372928575512,1.66952091457885,0.133338129052128,0,0
"cell_3_124","Treg",1.12673935289869,1.55488554774005,0.374598518274548,0,0
"cell_3_125","Treg",0.869723147721028,1.78046890625754,0.06396635022021,0,0
"cell_3_126","Treg",0.794357126628026,1.2573082340328,0.542306634192374,0.366687876143892,0.582642851496496
"cell_3_127","Treg",0.700742447638856,1.60120225045234,0,0,0.363966641269621
"cell_3_128","Treg",0.944766596217842,1.48160398297544,0.445481832162656,0.474157011006373,0.847855102212376
"cell_3_129","Treg",0.331346718698037,1.64359128257709,0,0.0587006168497962,0
"cell_3_130","Treg",1.14577267159863,2.30610015702353,0.107982119253057,1.1670946163201,0
"cell_3_131","Treg",0.899001969818693,1.66415528634769,0,0.902463607630879,0.709162826606134
"cell_3_132","Treg",1.01382035391219,1.79984287773228,0,0.112753553950524,0.102142387677712
"cell_3_133","Treg",0.753246358800426,1.44387746605184,0.944114977316624,0,0
"cell_3_134","Treg",0.699570234564596,2.25951177268021,1.31556360396805,0.230084601204681,0
"cell_3_135","Treg",1.21586089861326,1.70701311437099,0,0,0
"cell_3_136","Treg",0.901548080323443,1.90247980365878,0.572546853479614,0,0.560415887195622
"cell_3_137","Treg",1.1473882237167,1.75823556081456,0,0,0
"cell_3_138","Treg",0.370572032606205,1.31891376311376,0.356468586957865,0,0.131992703602543
"cell_3_139","Treg",0.897167169210586,1.89042004217602,0.124529161849658,0.0392431352247372,0.302969067347838
"cell_3_140","Treg",0.943536810803085,1.90812192924897,0,0.389548951617831,0.546143121432139
"cell_3_141","Treg",0.66082894188696,1.33013944124316,0.518453470927073,0.148048712345312,0.892886175712708
"cell_3_142","Treg",1.3848575275042,1.64064900956196,1.46653507382633,0.465119743071173,0
"cell_3_143","Treg",0.935578214522835,1.65928545186948,0,0.257126393794324,0.569004901028568
"cell_3_144","Treg",1.02276100600981,1.27422539379585,0,0,0
"cell_3_145","Treg",0.650278172980716,1.87632220123255,0.787026715349675,0.544320758381013,0.596927576795969
"cell_3_146","Treg",0.621048236268408,1.86438565741433,1.12261734376842,0.483510903554683,0.0540941487920667
"cell_3_147","Treg",1.35870413269342,1.93298724236943,0.404503766416721,0.00446737151471976,0
"cell_3_148","Treg",0.803418320032032,1.52500161875751,0.36285632672832,0.0143892219441948,0
"cell_3_149","Treg",1.165331716744,1.48612340772085,0,0.0483155763039082,0.330548901848176
"cell_3_150","Treg",0.714225003477711,1.8674216121149,0.498252701581056,0.0483394009091473,0.304984768739323
"cell_3_151","Treg",0.711146083739105,1.78757585476116,0.693154292265867,0.279933611256338,0
"cell_3_152","Treg",1.29437768873524,1.47657148765336,0.877440860466914,0.273572823356414,0.405281761091643
"cell_3_153","Treg",0.178620763763223,1.76243637660243,0.327797638408703,0.0953165894509897,0.630285555609982
"cell_3_154","Treg",1.20247402314103,1.50674225338786,1.11230943579494,0,0.531383571489468
"cell_3_155","Treg",0.944786009834718,1.75933809816951,0.406186845834688,0.0802451467184259,0.270221234933724
"cell_3_156","Treg",0.781706002987569,2.03968363567546,0.796085497336137,0.148429297936643,0
"cell_3_157","Treg",1.05850296344507,2.08354170061873,0.31287107202065,0,0.663305017168012
"cell_3_158","Treg",1.04008619984122,1.74523859416023,0.959647353887941,0.806702375899233,0.376025050403202
"cell_3_159","Treg",0.915078383388486,1.2881938225136,0,0.237590498543002,0.521808096197886
"cell_3_160","Treg",1.19416727802054,1.60321830307394,0,0.119521100909053,0.198863822256766
"cell_3_161","Treg",0.63499369050361,1.5785847621437,0.830729022495357,0.718097960976546,0.737618276906443
"cell_3_162","Treg",0.885234854765804,1.95927123126071,0,0.699630790094123,0.371532534482608
"cell_3_163","Treg",0.781400738668922,1.87150666654261,0.00899439064069235,0.413143016311477,0.810905945954433
"cell_3_164","Treg",1.01083761159458,0.794520829296612,0,0.352363782457281,0.469769226483783
"cell_3_165","Treg",0.319631685026079,1.75700400546766,0.590145575205991,0,0
"cell_3_166","Treg",0.216873036821867,1.96069556389262,0.247464560888989,0.0152380998212799,0.175977924012852
"cell_3_167","Treg",1.19574990973239,1.08960802526029,0,0.622387810135112,0.118861669753707
"cell_3_168","Treg",0.589271945686844,0.851742524846795,0.904302615325529,0.0198019782108482,0.066232220339464
"cell_3_169","Treg",0.948483788158009,1.41870161413046,0.879712524520026,0,0.388937457072865
"cell_3_170","Treg",0.938651501623394,1.66339472409359,0,0.273645611344025,0.458392063001167
"cell_3_171","Treg",0.473969939289503,1.39899440174653,0,0.140590270638527,0.979903299843512
"cell_3_172","Treg",1.03122669043393,1.70148043561725,0,0,0
"cell_3_173","Treg",1.16343598952266,2.01504207498348,0.462749417310809,0,0
"cell_3_174","Treg",1.06745913552388,2.2035307918981,0,0.687136123052292,0.436730578094381
"cell_3_175","Treg",0.649929231996133,1.82652853256556,0.496658412738171,0.511516135098162,0
"cell_3_176","Treg",0.651631279419176,1.52827177744039,0.512237772711488,0.733281824303582,0
"cell_3_177","Treg",0.574514803954491,1.30236002227151,0,0,0.435989454609768
"cell_4_1","NK",-1.01426702324922,-1.08363186818374,0,2.59835956655764,0
"cell_4_2","NK",-1.70445296395101,-0.956827964687904,0.416752443849341,3.42824033158019,0.0254535355991219
"cell_4_3","NK",-1.57207056233961,-0.844215354837318,0.569541615293241,2.04024218858192,0.000810400967795721
"cell_4_4","NK",-2.26407869813617,-0.739805584268462,0,2.91048756674659,0.152450911369886
"cell_4_5","NK",-2.19194872861277,-0.794715027043705,0.0337714828308863,1.91200592138953,0
"cell_4_6","NK",-2.11069156113888,-1.00771077308324,0,2.16165717885046,0.0990870479987208
"cell_4_7","NK",-2.54452420435579,-0.793388984132106,0.474496557269965,3.03609313502999,0
"cell_4_8","NK",-2.32529220102086,-0.929633638896888,0,2.72288282886558,0
"cell_4_9","NK",-1.94448091467329,-1.20167772964839,0.274915818119951,3.75325531652523,0.78070511290799
"cell_4_10","NK",-1.84504115439173,-0.904708220605769,0.376259470982209,3.46695372094256,0
"cell_4_11","NK",-2.05494043186257,-0.773161518934612,0.754085623667249,2.89715478359547,0
"cell_4_12","NK",-1.24795359246963,-0.655952927007967,0.722417977058392,3.06329894785592,0.551731704370991
"cell_4_13","NK",-1.82993739248719,-1.00645681507855,1.16670935889091,2.87958811232008,0
"cell_4_14","NK",-2.29018279878302,-0.388935373031696,0.526977707390235,2.78424444008116,0.132443703838956
"cell_4_15","NK",-1.94081115675605,-1.3223312277382,0,2.70203944414833,0.122390183264767
"cell_4_16","NK",-1.35177372545571,-0.704038152587582,0,3.30621926907624,0.168237118112784
"cell_4_17","NK",-1.33083980907468,-1.20908717274922,0.822299003972315,3.60692367237468,0
"cell_4_18","NK",-1.07435283138285,-1.29408254323177,0.638793380365074,2.37714763036886,0.781783050907053
"cell_4_19","NK",-1.75944703050281,-0.843023214527112,0.662776528363993,2.48499850495367,0.760583251640794
"cell_4_20","NK",-1.36465232953535,-1.31650527518476,0.0618632845219194,2.63073543419007,0
"cell_4_21","NK",-1.62709929642831,-1.24364328974607,0.371627649201547,3.20243982650864,0.495960724849638
"cell_4_22","NK",-0.989686567104988,-1.04342193197993,0.753204250706242,3.15887809343199,0.480768073152284
"cell_4_23","NK",-1.17501190296893,-0.864922364934209,0,2.98958171849339,0
"cell_4_24","NK",-1.60659917743692,-0.946157195565029,0.0549410103351197,3.04421029167838,0
"cell_4_25","NK",-1.77545933729793,-0.810877201332203,0.289057941270528,2.79317319005837,0.436952032485647
"cell_4_26","NK",-2.18204858268047,-0.205241911926003,0,2.97325536099987,0.230451806816582
"cell_4_27","NK",-1.46444375184531,-1.05241354454941,0.754718853944771,3.06710899115897,0.225291192995473
"cell_4_28","NK",-2.30095236785066,-0.658302304307224,0.431272270454272,3.2690295642615,0
"cell_4_29","NK",-1.81761171860535,-0.843932318987875,0,3.74835483809111,0.251923773894968
"cell_4_30","NK",-1.57915619809149,-0.847580422982036,0.865252400377281,3.1321021332652,0
"cell_4_31","NK",-1.51554709963204,-1.2239667590667,0.324274961259737,3.39805072554527,0
"cell_4_32","NK",-1.80766872112384,-0.904075757197013,0.308750268615671,2.18788117784862,0.533557637069956
"cell_4_33","NK",-1.68548299699898,-1.05227190844524,0,2.52642619550675,0.594550437023267
"cell_4_34","NK",-2.07253501860013,-0.997227540476137,0.25302567964138,3.61122029818545,1.06202551563298
"cell_4_35","NK",-1.65697743073907,-1.03980677179523,0.249974202882313,2.65299615619183,0.405910378797487
"cell_4_36","NK",-1.59398691497797,-0.576808731919226,0.487208226361834,2.49709525546827,0.937862353523766
"cell_4_37","NK",-1.38471341305894,-1.4527255825072,0.892646915197472,2.35382057257122,0
"cell_4_38","NK",-1.04871611757906,-0.494325840829008,0.481167674578172,2.6242123652795,0.184220712802469
"cell_4_39","NK",-1.53947829800173,-1.12886394615558,0,3.05444036823112,0
"cell_4_40","NK",-1.78375831388368,-0.936659906170736,0.88177986352384,2.69583010827465,0
"cell_4_41","NK",-1.99368118378236,-1.10125439152898,0.23366236572386,2.76174977976303,0
"cell_4_42","NK",-1.40033751781619,-0.873919140342731,0.939113071884737,3.11285183250524,0.199713837047502
"cell_4_43","NK",-1.54927880600235,-0.911650667461512,0.216270492239666,2.73780313686354,0.381893545941257
"cell_4_44","NK",-1.66532748518846,-1.12145729221949,0.0272254457560653,2.27756573093347,0.0430987796739479
"cell_4_45","NK",-1.9987660282882,-0.97709737267319,0.410552461905311,3.47936250100787,0.240097031600705
"cell_4_46","NK",-1.35918382355967,-1.28792272762032,0.609944983868092,2.16067826189462,0
"cell_4_47","NK",-1.87945367861819,-0.956721807736265,0.490576061828213,2.63212035847541,0.602171725567202
"cell_4_48","NK",-1.9286276810358,-0.71216301561038,0.692161055580464,3.68931050499191,0.311514233520418
"cell_4_49","NK",-1.82244481658379,-1.2010628589667,0,2.4652177250656,0.437075788975945
"cell_4_50","NK",-1.74193712388328,-0.937606988408558,1.66214524930423,2.12330601432434,0
"cell_4_51","NK",-1.65530610076494,-0.782041776934786,0.818657675771662,2.38616090529236,0
"cell_4_52","NK",-1.82397144516572,-0.463638260686927,0.585132367850831,2.87766624162408,0
"cell_4_53","NK",-1.5866083672152,-0.707379336037836,0.536347936398166,3.28160019307442,0
