"gene","log2FC","pvalue","status"
"G517",-0.315818289475916,5.71811374392979e-05,"NS"
"G518",-0.311025860964471,5.01118317297508e-06,"NS"
"G519",-0.16855101727347,0.00166155071729358,"NS"
"G520",0.558005543716904,0.439255035779322,"NS"
"G521",-0.82094450223859,0.0271677779842042,"NS"
"G522",0.44504442854009,2.46272845705707e-06,"NS"
"G523",0.648917648722213,0.0122537743892037,"NS"
"G524",1.13898289934368,0.00139293609197787,"NS"
"G525",-0.909521789883522,0.564195509617121,"NS"
"G526",0.551609601733325,0.000577147693208633,"NS"
"G527",0.360277070632128,0.00622134645767344,"NS"
"G528",-0.0766737931889112,1.58216397475337e-05,"NS"
"G529",0.749399420638484,0.0289912427010619,"NS"
"G530",0.181364359592029,0.0082654245101033,"NS"
"G531",0.223315702545552,0.000248047276831327,"NS"
"G532",0.501262099331019,0.000150224791141818,"NS"
"G533",-1.56202713174956,0.153648094662524,"NS"
"G534",1.25040991421892,6.29368323595675e-05,"Up"
"G535",-0.14308116175764,0.00422547513401565,"NS"
"G536",0.404048319027095,0.131740823475357,"NS"
"G537",1.53066707217156,4.60562948254273e-06,"Up"
"G538",0.456590233534717,0.00591949586452254,"NS"
"G539",0.585136912155108,2.967835329267e-06,"NS"
"G540",0.835332927623907,0.00249156754157632,"NS"
"G541",-0.583478167532364,0.000290392924294416,"NS"
"G542",1.64707324383849,0.0206312998919901,"NS"
"G543",0.736769349339483,9.87096121072409e-05,"NS"
"G544",0.261071415614564,0.00235525766012357,"NS"
"G545",1.24802903191002,0.0622346592071641,"NS"
"G546",-2.43446794254255,0.00678067446164832,"Down"
"G547",1.50978373047985,0.00190336957969226,"Up"
"G548",-0.152601239219975,0.0205205505816595,"NS"
"G549",1.53028002195357,0.00920342391928127,"Up"
"G550",0.108768881631753,0.0998847479450677,"NS"
"G551",0.339424798765895,0.019219466075326,"NS"
"G552",1.37367721009659,0.168623988183337,"NS"
"G553",1.80349536634116,1.11314889905691e-05,"Up"
"G554",0.433148629576102,0.0408650161936945,"NS"
"G555",-0.0853341039555068,0.191611460366141,"NS"
"G556",-0.0506332192139988,0.0885833044992842,"NS"
"G557",0.0548317166500518,4.46443122864513e-05,"NS"
"G558",0.278824058497922,0.0452710690920211,"NS"
"G559",-3.15499840400769,0.00131409262661561,"Down"
"G560",1.36330660776952,0.100485012846243,"NS"
"G561",1.64002803859329,0.00361497314046667,"Up"
"G562",1.04401752409923,1.6687138203839e-06,"NS"
"G563",-1.13435982869437,0.0183186626634539,"NS"
"G564",0.367884861823548,5.59529432283535e-06,"NS"
"G565",-0.208118896753014,1.88674007964459e-06,"NS"
"G566",-0.227930380606538,0.12035179438161,"NS"
"G567",2.73156602397431,0.0288293443233416,"NS"
"G568",-0.273956375069886,1.18927311929812e-05,"NS"
"G569",2.13397698207813,5.3255680539266e-06,"Up"
"G570",-0.492533087080734,0.0891756574984219,"NS"
"G571",0.591625816189456,0.000808296571126795,"NS"
"G572",-0.355771841511186,5.40112464706899e-06,"NS"
"G573",-0.553068957448271,4.90547654213098e-05,"NS"
"G574",-1.09679358308151,0.0661033574380823,"NS"
"G575",0.793012059514461,1.53571927254113e-06,"NS"
"G576",0.675802122418302,3.23172682902015e-05,"NS"
"G577",-0.0239062612685083,4.08167291433163e-06,"NS"
"G578",-0.940254206482181,0.000727245692729014,"NS"
"G579",0.610034400083907,2.92969546892976e-06,"NS"
"G580",0.293214412373547,3.00608667247148e-05,"NS"
"G581",-0.58231981770013,2.71095366461696e-06,"NS"
"G582",0.183577213824739,7.54619489521591e-05,"NS"
"G583",-1.42809637703236,1.56466966651037e-05,"Down"
"G584",0.399771224211027,0.00502785721756932,"NS"
"G585",-0.356737922481092,0.00657128135835151,"NS"
"G586",-0.00565479779292326,0.0329947373435591,"NS"
"G587",-1.47038175683603,0.0473859168596721,"NS"
"G588",0.786794816353766,4.13237177704241e-05,"NS"
"G589",0.168500465065295,2.55308071130427e-06,"NS"
"G590",0.161121074976143,0.538498355705363,"NS"
"G591",-0.669282862210846,0.47267246155465,"NS"
"G592",0.0153863435044943,0.25576261740079,"NS"
"G593",0.716789849357748,4.99492076306109e-06,"NS"
"G594",-0.054411353082187,7.06157744305441e-05,"NS"
"G595",-0.227599044813704,0.164632628356005,"NS"
"G596",-0.0194883065174083,0.387964926196404,"NS"
"G597",0.848846362655457,0.175731195555778,"NS"
"G598",0.305065403902434,0.453045737835197,"NS"
"G599",0.351485062468943,1.88755895705809e-06,"NS"
"G600",-1.49757401400238,0.0153918063584521,"NS"
"G601",-2.12714248002502,0.277719604282455,"NS"
"G602",-1.42504479753283,0.000496803344992178,"Down"
"G603",2.53575096937494,4.03374904594453e-06,"Up"
"G604",-0.344280969524444,3.34703990297177e-06,"NS"
"G605",-0.160216962465338,0.0986440482838288,"NS"
"G606",0.0547713900686937,0.307998979245624,"NS"
"G607",-1.60458600354158,4.02374105874357e-05,"Down"
"G608",-0.232406542443986,0.00182424103965753,"NS"
"G609",-1.0214346312497,0.38183583605781,"NS"
"G610",-0.610542218943188,0.00550909651552617,"NS"
"G611",-2.85822140359585,2.77019371533016e-05,"Down"
"G612",1.47067367755332,4.48515087241267e-05,"Up"
"G613",-0.106512000961493,1.451177686717e-06,"NS"
"G614",0.482287219814219,3.21844946110157e-06,"NS"
"G615",-0.595653555390117,0.000923169879508607,"NS"
"G616",0.247199365712639,0.00389644036551358,"NS"
"G617",1.22855331960375,0.000831748982638837,"Up"
"G618",-0.7782919358254,0.0410691200756979,"NS"
"G619",0.0400731845119133,0.00449960976034853,"NS"
"G620",-0.757842870707935,2.68661136548198e-05,"NS"
"G621",-0.0567973421199968,7.80313914072959e-05,"NS"
"G622",-0.025258128151466,0.00115945372604669,"NS"
"G623",0.169469272891819,0.680405575546928,"NS"
"G624",-1.40469157880392,0.00121457511772875,"Down"
"G625",-0.493473817340514,0.00993683098842395,"NS"
"G626",0.729763550456757,0.000359159240878577,"NS"
"G627",-0.593265525997883,1.37777890641539e-05,"NS"
"G628",0.745004658863005,0.0251125363746565,"NS"
"G629",-0.010700150766263,3.05880545803054e-05,"NS"
"G630",0.0188607378844936,0.124253191087898,"NS"
"G631",0.754815703289448,0.137450368269432,"NS"
"G632",-0.485668920427821,0.000237519787613192,"NS"
"G633",1.12531175374813,0.0093661962650865,"NS"
"G634",0.23762562866577,0.113525481043437,"NS"
"G635",-1.39297316361948,0.316145304429851,"NS"
"G636",-0.335402895879146,0.00100341063660394,"NS"
"G637",0.0776634166642354,0.0784051237921875,"NS"
"G638",-2.63669865302748,2.84798135702028e-06,"Down"
"G639",0.674384069790656,0.000111037866602149,"NS"
"G640",0.668521244886324,1.64051135116453e-06,"NS"
"G641",1.33830520275472,0.950351894646608,"NS"
"G642",-2.33103771819096,0.00912566959299127,"Down"
"G643",-0.188100003920052,0.00668840421054855,"NS"
"G644",-2.02863260302844,1.272105405635e-06,"Down"
"G645",-0.565353546447661,0.000524053475672878,"NS"
"G646",0.656916141494532,0.000509034069637613,"NS"
"G647",-1.23496919744656,1.91219061601695e-05,"Down"
"G648",-0.461078343373952,0.0422550396722772,"NS"
"G649",0.245863188451611,0.000290267324431679,"NS"
"G650",1.50067638094748,0.0005412432867476,"Up"
"G651",-0.0176956181338308,6.05109194594125e-05,"NS"
"G652",-0.00233458001373636,0.0177567660650135,"NS"
"G653",0.162243154073533,0.0163259538624555,"NS"
"G654",-1.06411936780426,0.00286750734071929,"NS"
"G655",-0.493911098988272,0.000594457428867892,"NS"
"G656",-0.626820176365281,0.313274323029526,"NS"
"G657",-0.418110845775584,3.79006605044751e-05,"NS"
"G658",0.506858830632884,1.01498877743153e-06,"NS"
"G659",0.533115939306897,9.10983085451438e-06,"NS"
"G660",-0.671633712693215,0.0681790434468044,"NS"
"G661",0.974998394855391,0.000666038772070324,"NS"
"G662",-1.61112005046971,0.00861012548420933,"Down"
"G663",1.20588924884868,1.97810814351156e-05,"Up"
"G664",0.577164795285777,0.474642923142778,"NS"
"G665",1.62745007641973,6.14874113831296e-05,"Up"
"G666",-0.402999803223573,0.0234289934181185,"NS"
"G667",-0.20448260616188,0.0151398857735879,"NS"
"G668",-1.28087033445665,5.23191672235146e-06,"Down"
"G669",0.715922117435302,4.35080006055874e-05,"NS"
"G670",-1.20084770837923,0.00502268359000114,"Down"
"G671",-0.16177998522057,2.22910615922728e-06,"NS"
"G672",-0.536027970136009,0.00194717937424957,"NS"
"G673",-2.9482793401946,0.0708610401014548,"NS"
"G674",0.836116237471096,0.0131673941443216,"NS"
"G675",-1.29439201938338,2.08604697575844e-06,"Down"
"G676",-1.0559017793532,0.0401615227617376,"NS"
"G677",-0.753371252042973,4.10620211378212e-06,"NS"
"G678",0.100264694137969,8.10974596560179e-05,"NS"
"G679",0.440944495439761,0.212298355996434,"NS"
"G680",-0.779739800509373,0.00357413184303156,"NS"
"G681",1.14119169354688,0.0333975281765535,"NS"
"G682",-0.858628876516265,0.000592074645670501,"NS"
"G683",0.451773670702656,0.010333018862713,"NS"
"G684",0.248215443583198,3.53937492678693e-05,"NS"
"G685",-1.36904351617469,3.9419096755239e-05,"Down"
"G686",1.47388870091556,0.000320573128255921,"Up"
"G687",0.0724180055703638,2.76493913182344e-06,"NS"
"G688",0.904861177453504,6.62135161686208e-06,"NS"
"G689",1.81289876475969,1.98266233811407e-05,"Up"
"G690",-1.26448245463522,0.0645900592314925,"NS"
"G691",-0.403591582809195,0.00387957533786886,"NS"
"G692",0.423329525167374,9.43254382611118e-06,"NS"
"G693",0.770503855440643,0.000727420736471879,"NS"
"G694",-0.734770921358093,0.000214929218105026,"NS"
"G695",-1.46383917864685,0.00506696514289681,"Down"
"G696",0.704378111556828,1.14218366581635e-05,"NS"
"G697",1.7521818977557,0.0229493356305505,"NS"
"G698",-1.25584394112212,0.000137452012129962,"Down"
"G699",0.195558966543152,0.524634180145278,"NS"
"G700",0.643969444221747,0.00539583725316142,"NS"
"G701",-0.852731828299911,0.462265545747059,"NS"
"G702",-0.927593410542805,0.191340325755541,"NS"
"G703",1.88082246015335,1.38419595778609e-05,"Up"
"G704",0.666455242245642,0.0675861233479207,"NS"
"G705",-0.610446115380014,0.432321495499035,"NS"
"G706",-0.625516063701816,2.1127089883614e-05,"NS"
"G707",1.36613878854268,0.0018562669507895,"Up"
"G708",0.0657804382256933,5.07368590343321e-05,"NS"
"G709",-0.0250548894301683,0.00205565811610535,"NS"
"G710",-0.651143285074863,0.0026885522596858,"NS"
"G711",-0.162190169671387,0.046251351583053,"NS"
"G712",-1.13018191438988,2.14970287728678e-05,"NS"
"G713",-0.883884952081223,6.24944059166955e-06,"NS"
"G714",-0.328183052215458,0.0014582885722203,"NS"
"G715",3.09894074685691,0.139355908096849,"NS"
"G716",-0.385761877324566,9.44016206142329e-05,"NS"
"G717",-0.149278002359204,2.18198890655122e-06,"NS"
"G718",0.54899198347688,9.35869941306016e-06,"NS"
"G719",1.39302452485694,0.520128435495113,"NS"
"G720",1.44473004830981,0.00120258640428904,"Up"
"G721",1.12570445668547,1.02351563786432e-06,"NS"
"G722",0.739593369074181,0.00115250154103565,"NS"
"G723",-0.456540937387982,0.000107622065944436,"NS"
"G724",-0.42607494481871,7.16260763646832e-06,"NS"
"G725",0.0255762142409156,0.290914759265047,"NS"
"G726",-1.02679385768569,0.661309011284862,"NS"
"G727",-0.465541949317049,0.494398458582494,"NS"
"G728",-2.48771888544416,2.93189226568435e-05,"Down"
"G729",-1.65944838788076,0.00601246595906576,"Down"
"G730",-1.83100115756644,0.139118380089266,"NS"
"G731",0.382870129317535,5.75945872417888e-06,"NS"
"G732",-0.431950366650914,0.0209165235065353,"NS"
"G733",1.17501630818634,0.000752169156272177,"NS"
"G734",-1.22590489892987,0.01164406868443,"NS"
"G735",0.449779102925934,0.104659211654405,"NS"
"G736",-1.24424795038945,0.00126898669336602,"Down"
"G737",0.176047986003589,7.23522830545902e-06,"NS"
"G738",-0.316616570975945,0.00832794098516041,"NS"
"G739",-1.22167506740834,8.24744685664075e-06,"Down"
"G740",-0.255502178636214,2.53317836829186e-06,"NS"
"G741",-1.19641561069727,0.0495910847411531,"NS"
"G742",1.31562793670932,0.0419401910789898,"NS"
"G743",1.71065553170401,0.0210668658354117,"NS"
"G744",-0.795931159616941,0.0209241374733716,"NS"
"G745",0.168820092938285,0.00298350943745619,"NS"
"G746",1.56511075014255,3.96916967138639e-06,"Up"
"G747",-1.0770138186616,0.895156142308822,"NS"
"G748",1.2961038329436,0.0291431215124343,"NS"
"G749",1.02548138091635,0.0015525280854509,"NS"
"G750",-0.833882911653307,4.7998138090884e-05,"NS"
"G751",-0.258080114885797,0.265298383017664,"NS"
"G752",-0.74363875938477,2.52489904146104e-05,"NS"
"G753",0.5703306120715,0.000230196622446769,"NS"
"G754",0.282921862926111,1.45914105766157e-06,"NS"
"G755",1.47192001490511,0.39150829193074,"NS"
"G756",-1.91571499164511,2.70152136697319e-06,"Down"
"G757",0.151229017740126,0.000387475850970752,"NS"
"G758",1.31736710507792,2.18419050612484e-06,"Up"
"G759",0.245775810938618,0.00789815023827496,"NS"
"G760",0.00989370287771007,0.994587354999056,"NS"
"G761",0.548499544978673,3.39606761626935e-06,"NS"
"G762",0.32170829486783,0.0178890990838443,"NS"
"G763",-1.18823050915942,0.00954501030356543,"NS"
"G764",-0.444833879735501,0.0172070469719044,"NS"
"G765",0.610598145095651,0.00107647547262531,"NS"
"G766",-1.20041258302517,0.00191691210260912,"Down"
"G767",-1.11742301727899,0.150583913178047,"NS"
"G768",0.231447561942062,0.00334173494008346,"NS"
"G769",-1.7124468772125,6.8014782921756e-06,"Down"
"G770",-0.724488392492018,0.0483034813772258,"NS"
"G771",-0.142954642763358,3.85731583360906e-05,"NS"
"G772",1.14367686754312,0.0480602444662369,"NS"
"G773",-0.875875925426604,0.526774124522141,"NS"
"G774",0.176731790788006,5.1980349813688e-05,"NS"
"G775",-2.37034028434044,2.34537732503733e-06,"Down"
"G776",0.117476897977192,0.00011472520530628,"NS"
"G777",0.219082849061584,2.13360709964821e-05,"NS"
"G778",-1.58391064801959,0.0691691403545839,"NS"
"G779",1.42814013692974,0.0363803302509835,"NS"
"G780",-0.902161604133296,0.00545781753390514,"NS"
"G781",0.113656096540131,1.82145227177879e-05,"NS"
"G782",1.51998115232879,0.000253723764014835,"Up"
"G783",1.37667644104471,0.000109353345233357,"Up"
"G784",0.924805416960772,0.00554882633390456,"NS"
"G785",-0.495406010414933,0.0226144058404105,"NS"
"G786",-0.725167867603955,0.000139143256965181,"NS"
"G787",-1.04581634025714,0.0419234708209205,"NS"
"G788",-2.39633269587739,0.000186438263614371,"Down"
"G789",-0.0278020072227112,1.1714991043935e-05,"NS"
"G790",1.16012883288181,4.57790089020006e-05,"NS"
"G791",-1.75522634127514,0.000178238911681479,"Down"
"G792",0.00854735719962122,0.0614013631931553,"NS"
"G793",-0.497693431811933,6.68012237591479e-06,"NS"
"G794",-1.78910511886144,1.43782221286926e-05,"Down"
"G795",1.62830484301412,2.18533616654053e-05,"Up"
"G796",0.837103201660773,0.0210600179831514,"NS"
"G797",0.821354466147549,0.00840760055063595,"NS"
"G798",-0.210377228481654,0.00265673389620289,"NS"
"G799",0.531218350021567,6.80609422003466e-06,"NS"
"G800",-0.221269443376387,5.47206054209369e-05,"NS"
"G801",-0.267169436657536,0.0730176827778149,"NS"
"G802",2.38926839111083,0.00643694929005589,"Up"
"G803",-0.973172087845519,0.00505503806713176,"NS"
"G804",0.167499173069621,7.97809178810918e-06,"NS"
"G805",0.644560393647741,0.00194421167063275,"NS"
"G806",1.34056021573728,0.0547707797370537,"NS"
"G807",-1.33082997496831,0.00573986879716146,"Down"
"G808",-0.740345041044392,0.000117260234018342,"NS"
"G809",-0.0637138627116628,0.000521869857210208,"NS"
"G810",-0.515286892920464,0.0663088975459889,"NS"
"G811",0.656743611333179,1.09370176789074e-05,"NS"
"G812",-1.7609739675876,1.82593653755441e-06,"Down"
"G813",-0.349156859681985,0.015042946217558,"NS"
"G814",-0.496299499875856,4.43531695368035e-06,"NS"
"G815",-0.171432017965452,0.00171254931039693,"NS"
"G816",-0.201298604233755,7.22945085754871e-06,"NS"
"G817",0.965556671895205,0.762116303855236,"NS"
"G818",0.320252807094477,6.68355279880801e-05,"NS"
"G819",0.436601242310901,0.0303375768237764,"NS"
"G820",-1.12485739985924,3.88695928713259e-06,"NS"
"G821",0.953578981906428,0.679067978709232,"NS"
"G822",0.775567162257881,0.336655441779287,"NS"
"G823",0.958691443882205,2.73145060834392e-06,"NS"
"G824",-1.89486853909864,0.0938627639042469,"NS"
"G825",0.403475301734661,0.000549431884226376,"NS"
"G826",1.8875471482005,0.00146261293567666,"Up"
"G827",-0.675858520990938,0.00403261196393118,"NS"
"G828",0.282954060193552,0.211537233520858,"NS"
"G829",0.595764238165433,0.0286199704874682,"NS"
"G830",0.352362452077179,2.35747900583674e-05,"NS"
"G831",-0.770652787906017,0.125571686512838,"NS"
"G832",0.679014172628859,0.0707349665304871,"NS"
"G833",-1.47458495725097,0.0367988223648528,"NS"
"G834",0.886413105221887,1.05292289713927e-05,"NS"
"G835",-1.21890374077876,0.00153332324777635,"Down"
"G836",1.05711241457598,1.27610078888711e-06,"NS"
"G837",-0.689397117907493,1.12363058579848e-05,"NS"
"G838",-0.669083645321591,0.0023935832907406,"NS"
"G839",1.99192664177701,2.58207660053606e-05,"Up"
"G840",-0.876247287496575,2.32086559127419e-06,"NS"
"G841",1.51620464526721,1.95497323593619e-06,"Up"
"G842",0.7676378465639,0.147954924882244,"NS"
"G843",-1.84068694987533,6.09815932961804e-06,"Down"
"G844",0.322214366668988,9.35673661468265e-05,"NS"
"G845",-0.867142295730981,0.0175666247108676,"NS"
"G846",0.587017901516995,0.000486504802420862,"NS"
"G847",-1.00050721342164,0.00182212092412086,"NS"
"G848",-0.291868267268736,0.000119837759707717,"NS"
"G849",0.0508712829701568,1.35522687943852e-05,"NS"
"G850",-0.209260531065028,0.0369919083594462,"NS"
"G851",0.352703285632046,0.224922787797781,"NS"
"G852",-0.376966466510574,3.39363230807875e-06,"NS"
"G853",0.923761755092056,0.00061356504214681,"NS"
"G854",0.357312768626802,0.000194350242482714,"NS"
"G855",-0.156631019488858,1.29464880781577e-05,"NS"
"G856",0.958749773566074,1.45446907132382e-06,"NS"
"G857",0.395379164982965,0.0889292012405201,"NS"
"G858",-0.476992257130211,0.0451824951843121,"NS"
"G859",-0.776478123724973,0.00702939229548546,"NS"
"G860",0.390913985319578,0.000144063274315035,"NS"
"G861",0.363465630204676,0.381713271091247,"NS"
"G862",-0.186906261294877,0.0029191224679541,"NS"
"G863",0.635630342555537,0.12902371517479,"NS"
"G864",0.267880186221159,0.000331770710764525,"NS"
"G865",0.758141874294866,0.247284599153336,"NS"
"G866",-0.447398969757977,0.290168642134751,"NS"
"G867",-0.722318174444138,0.00996817217649003,"NS"
"G868",0.43337118229197,0.0434006687115245,"NS"
"G869",-0.265429327433602,7.15366084765702e-06,"NS"
"G870",-0.052333499718537,0.00649763680236082,"NS"
"G871",0.00115166773975605,3.54669977850647e-06,"NS"
"G872",-0.972315700023383,3.65246415479599e-05,"NS"
"G873",1.07772273807378,0.00564916352005811,"NS"
"G874",-0.521655093765297,0.000440604033604669,"NS"
"G875",-1.02602562560485,3.67990701926402e-06,"NS"
"G876",-0.0202742457648283,0.000164010841096007,"NS"
"G877",-1.2515181759255,3.31103092434149e-06,"Down"
"G878",1.05021179895844,0.310214020190055,"NS"
"G879",1.19640241705063,5.95771466699818e-05,"NS"
"G880",-0.491312891480733,1.16715249594343e-06,"NS"
"G881",1.48418160109263,0.000816512467049211,"Up"
"G882",1.27605509859373,0.00766414495700378,"Up"
"G883",-1.20046827642334,1.05873946841083e-05,"Down"
"G884",-2.14581780340478,0.22550720019771,"NS"
"G885",-0.265174956865789,0.367475704961707,"NS"
"G886",-0.39495394135354,6.37251033646682e-06,"NS"
"G887",-0.344266163770454,3.80537114351346e-05,"NS"
"G888",1.15483017181192,0.00154234225096326,"NS"
"G889",-0.112850797644763,0.000234839797269125,"NS"
"G890",-0.0394898713149108,0.0322562480374198,"NS"
"G891",1.51454639095658,0.00162364410307984,"Up"
"G892",-1.24785787460292,6.78155026052553e-06,"Down"
"G893",-0.420403599857617,6.07772664446227e-05,"NS"
"G894",-0.756329646915858,0.0561600109754749,"NS"
"G895",-0.595322114882207,0.0325279464303398,"NS"
"G896",0.787498643359915,0.0205127637842532,"NS"
"G897",-1.16355034798977,0.000548768753331213,"NS"
"G898",0.257466853439145,0.1551458747328,"NS"
"G899",-1.27949401372777,0.251680708941245,"NS"
"G900",-0.321757753291891,0.21680997641636,"NS"
